,difference_in_rates,discharge_year,expected_rate_per_100_000_people,observed_rate_per_100_000_people,patient_zip_code,pdi_name,pdi_number,risk_adjusted_rate_per_100_000_people
4091,79.21,2013,190.85,270.06,10010,Asthma,PDI_14,290.27
4105,94.04,2013,242.13,336.17,10033,Asthma,PDI_14,284.8
4108,-74.09,2013,74.09,0.0,13042,Asthma,PDI_14,0.0
4109,136.09,2013,255.69,391.78,10463,Asthma,PDI_14,314.3
4112,-174.98,2013,398.0,223.02,14613,Asthma,PDI_14,114.94
4118,-382.34,2013,424.59,42.25,12202,Asthma,PDI_14,20.41
4120,-136.74,2013,136.74,0.0,10924,Asthma,PDI_14,0.0
4122,-89.51,2013,89.51,0.0,13033,Asthma,PDI_14,0.0
4124,-140.4,2013,140.4,0.0,12594,Asthma,PDI_14,0.0
4127,-97.43,2013,97.43,0.0,10965,Asthma,PDI_14,0.0
4137,-110.19,2013,110.19,0.0,10963,Asthma,PDI_14,0.0
4140,424.88,2013,344.58,769.46,10459,Asthma,PDI_14,458.05
4150,-2.59,2013,87.77,85.18,13166,Asthma,PDI_14,199.08
4154,-279.26,2013,306.56,27.3,14615,Asthma,PDI_14,18.27
4186,-85.41,2013,85.41,0.0,14820,Asthma,PDI_14,0.0
4189,-46.33,2013,354.27,307.94,11003,Asthma,PDI_14,178.3
4190,-46.93,2013,302.29,255.36,11428,Asthma,PDI_14,173.28
4194,-125.69,2013,125.69,0.0,12409,Asthma,PDI_14,0.0
4208,-78.11,2013,78.11,0.0,11724,Asthma,PDI_14,0.0
4211,45.88,2013,131.74,177.62,12575,Asthma,PDI_14,276.57
4220,-64.31,2013,105.34,41.03,10538,Asthma,PDI_14,79.9
4223,-85.84,2013,85.84,0.0,13658,Asthma,PDI_14,0.0
4225,-27.81,2013,167.67,139.86,13211,Asthma,PDI_14,171.1
4239,-75.57,2013,75.57,0.0,13360,Asthma,PDI_14,0.0
4242,34.26,2013,82.97,117.23,13131,Asthma,PDI_14,289.84
4246,1.27,2013,82.2,83.47,11598,Asthma,PDI_14,208.3
4249,-10.24,2013,107.42,97.18,14219,Asthma,PDI_14,185.58
4256,-39.23,2013,110.17,70.94,14830,Asthma,PDI_14,132.08
4260,-83.18,2013,83.18,0.0,12978,Asthma,PDI_14,0.0
4264,24.55,2013,119.48,144.03,11357,Asthma,PDI_14,247.27
4265,-64.8,2013,138.48,73.67,11374,Asthma,PDI_14,109.13
4267,-75.57,2013,75.57,0.0,13406,Asthma,PDI_14,0.0
4268,-33.08,2013,91.12,58.04,12033,Asthma,PDI_14,130.65
4273,-79.12,2013,79.12,0.0,13734,Asthma,PDI_14,0.0
4277,-118.33,2013,118.33,0.0,12485,Asthma,PDI_14,0.0
4280,-81.75,2013,81.75,0.0,14715,Asthma,PDI_14,0.0
4285,27.7,2013,97.93,125.63,13346,Asthma,PDI_14,263.15
4290,-90.13,2013,172.04,81.91,11746,Asthma,PDI_14,97.66
4301,-189.44,2013,478.33,288.89,11422,Asthma,PDI_14,123.89
4308,9.53,2013,141.79,151.32,12205,Asthma,PDI_14,218.92
4310,-111.93,2013,173.61,61.68,10954,Asthma,PDI_14,72.87
4313,-96.4,2013,96.4,0.0,13656,Asthma,PDI_14,0.0
4320,-90.55,2013,112.65,22.1,12065,Asthma,PDI_14,40.24
4327,-38.91,2013,105.27,66.36,11560,Asthma,PDI_14,129.3
4331,-83.74,2013,83.74,0.0,13476,Asthma,PDI_14,0.0
4339,-97.0,2013,97.0,0.0,14125,Asthma,PDI_14,0.0
4341,420.01,2013,90.19,510.2,14143,Asthma,PDI_14,1160.45
4353,-66.82,2013,89.93,23.11,13039,Asthma,PDI_14,52.72
4357,-329.17,2013,410.7,81.53,12307,Asthma,PDI_14,40.72
4361,-93.23,2013,93.23,0.0,13827,Asthma,PDI_14,0.0
4365,-82.11,2013,82.11,0.0,14809,Asthma,PDI_14,0.0
4370,-103.83,2013,103.83,0.0,12770,Asthma,PDI_14,0.0
4374,17.75,2013,226.08,243.83,11231,Asthma,PDI_14,221.23
4375,-8.62,2013,80.48,71.86,14224,Asthma,PDI_14,183.16
4383,-47.01,2013,258.15,211.14,14216,Asthma,PDI_14,167.77
4409,187.08,2013,123.48,310.56,10548,Asthma,PDI_14,515.9
4412,-104.4,2013,104.4,0.0,14068,Asthma,PDI_14,0.0
4416,283.6,2013,98.08,381.68,13856,Asthma,PDI_14,798.27
4424,-198.15,2013,198.15,0.0,12937,Asthma,PDI_14,0.0
4428,-66.84,2013,66.84,0.0,13659,Asthma,PDI_14,0.0
4447,-95.57,2013,127.11,31.54,10022,Asthma,PDI_14,50.89
4452,-76.52,2013,76.52,0.0,14024,Asthma,PDI_14,0.0
4460,-109.41,2013,316.62,207.21,10701,Asthma,PDI_14,134.24
4462,-137.75,2013,137.75,0.0,12762,Asthma,PDI_14,0.0
4467,-90.25,2013,90.25,0.0,14711,Asthma,PDI_14,0.0
4478,-132.25,2013,329.38,197.13,13203,Asthma,PDI_14,122.76
4484,-125.2,2013,125.2,0.0,10588,Asthma,PDI_14,0.0
4488,-16.55,2013,265.79,249.24,10603,Asthma,PDI_14,192.36
4492,-69.29,2013,69.29,0.0,13124,Asthma,PDI_14,0.0
4493,-99.56,2013,99.56,0.0,13675,Asthma,PDI_14,0.0
4494,-73.28,2013,73.28,0.0,12861,Asthma,PDI_14,0.0
4496,-120.49,2013,120.49,0.0,10916,Asthma,PDI_14,0.0
4502,-97.31,2013,97.31,0.0,12748,Asthma,PDI_14,0.0
4522,-83.68,2013,83.68,0.0,14865,Asthma,PDI_14,0.0
4532,-79.43,2013,79.43,0.0,12130,Asthma,PDI_14,0.0
4538,-18.22,2013,131.66,113.44,12563,Asthma,PDI_14,176.75
4550,-58.82,2013,108.95,50.13,11228,Asthma,PDI_14,94.38
4557,100.72,2013,88.32,189.04,13622,Asthma,PDI_14,439.02
4565,28.11,2013,81.18,109.29,12053,Asthma,PDI_14,276.16
4575,-79.45,2013,79.45,0.0,13332,Asthma,PDI_14,0.0
4578,-97.0,2013,97.0,0.0,14769,Asthma,PDI_14,0.0
4579,-77.91,2013,180.79,102.88,11946,Asthma,PDI_14,116.73
4586,-65.08,2013,65.08,0.0,12987,Asthma,PDI_14,0.0
4603,-80.5,2013,80.5,0.0,12076,Asthma,PDI_14,0.0
4605,-17.31,2013,135.41,118.09,10708,Asthma,PDI_14,178.9
4606,-240.73,2013,421.19,180.46,12206,Asthma,PDI_14,87.89
4610,330.09,2013,103.75,433.84,12197,Asthma,PDI_14,857.76
4619,-104.44,2013,104.44,0.0,12463,Asthma,PDI_14,0.0
4621,12.05,2013,128.73,140.78,11757,Asthma,PDI_14,224.34
4632,-89.74,2013,89.74,0.0,14172,Asthma,PDI_14,0.0
4633,-80.92,2013,80.92,0.0,13438,Asthma,PDI_14,0.0
4635,-94.27,2013,94.27,0.0,13164,Asthma,PDI_14,0.0
4642,15.71,2013,107.59,123.3,12051,Asthma,PDI_14,235.08
4655,-90.01,2013,90.01,0.0,13144,Asthma,PDI_14,0.0
4657,27.43,2013,93.02,120.45,11733,Asthma,PDI_14,265.62
4663,-108.23,2013,257.38,149.15,11706,Asthma,PDI_14,118.87
4674,366.15,2013,291.47,657.62,10462,Asthma,PDI_14,462.82
4675,173.64,2013,91.96,265.6,12981,Asthma,PDI_14,592.46
4688,-97.35,2013,97.35,0.0,14414,Asthma,PDI_14,0.0
4691,-144.93,2013,159.81,14.88,14612,Asthma,PDI_14,19.1
4699,-74.86,2013,74.86,0.0,12125,Asthma,PDI_14,0.0
4703,140.68,2013,252.47,393.15,11427,Asthma,PDI_14,319.43
4705,-125.57,2013,125.57,0.0,14618,Asthma,PDI_14,0.0
4711,-63.02,2013,63.02,0.0,12024,Asthma,PDI_14,0.0
4716,-103.13,2013,103.13,0.0,10533,Asthma,PDI_14,0.0
4720,-81.08,2013,207.02,125.94,10019,Asthma,PDI_14,124.79
4721,-87.26,2013,87.26,0.0,13607,Asthma,PDI_14,0.0
4725,-93.78,2013,93.78,0.0,13101,Asthma,PDI_14,0.0
4728,-102.64,2013,102.64,0.0,12169,Asthma,PDI_14,0.0
4731,-74.77,2013,118.08,43.31,12566,Asthma,PDI_14,75.24
4735,-135.31,2013,135.31,0.0,12790,Asthma,PDI_14,0.0
4751,-56.16,2014,179.77,123.61,12845,Asthma,PDI_14,153.25
4759,-204.96,2014,204.96,0.0,14869,Asthma,PDI_14,0.0
4761,-142.58,2014,213.6,71.01,10013,Asthma,PDI_14,74.09
4766,-80.5,2014,200.05,119.55,11565,Asthma,PDI_14,133.19
4767,50.32,2014,352.68,402.99,10550,Asthma,PDI_14,254.68
4772,-134.83,2014,174.06,39.23,11366,Asthma,PDI_14,50.23
4782,-100.88,2014,217.44,116.56,11367,Asthma,PDI_14,119.48
4785,19.62,2014,220.19,239.81,12789,Asthma,PDI_14,242.73
4795,511.61,2014,224.75,736.36,10452,Asthma,PDI_14,730.22
4800,-233.77,2014,233.77,0.0,14760,Asthma,PDI_14,0.0
4803,-91.32,2014,191.62,100.3,12123,Asthma,PDI_14,116.66
4808,-82.61,2014,182.81,100.2,11004,Asthma,PDI_14,122.16
4825,-98.63,2014,195.89,97.26,12010,Asthma,PDI_14,110.66
4829,-78.03,2014,182.82,104.79,11766,Asthma,PDI_14,127.74
4834,-16.58,2014,191.18,174.6,11559,Asthma,PDI_14,203.54
4847,-315.85,2014,315.85,0.0,14013,Asthma,PDI_14,0.0
4853,-79.58,2014,209.96,130.38,10926,Asthma,PDI_14,138.4
4856,-195.1,2014,195.1,0.0,13839,Asthma,PDI_14,0.0
4871,-188.88,2014,188.88,0.0,14839,Asthma,PDI_14,0.0
4875,-120.57,2014,216.45,95.88,14136,Asthma,PDI_14,98.72
4886,-187.97,2014,187.97,0.0,14814,Asthma,PDI_14,0.0
4904,-132.18,2014,195.17,62.99,10927,Asthma,PDI_14,71.93
4905,-129.66,2014,190.78,61.12,13732,Asthma,PDI_14,71.41
4917,11.15,2014,180.49,191.64,11756,Asthma,PDI_14,236.64
4932,267.98,2014,234.17,502.15,10607,Asthma,PDI_14,477.93
4948,-192.84,2014,192.84,0.0,11964,Asthma,PDI_14,0.0
4956,-195.54,2014,195.54,0.0,12936,Asthma,PDI_14,0.0
4974,-169.04,2014,211.15,42.11,13357,Asthma,PDI_14,44.44
4978,-115.72,2014,178.57,62.85,10506,Asthma,PDI_14,78.45
4986,562.86,2014,196.2,759.06,10474,Asthma,PDI_14,862.26
4989,-189.18,2014,189.18,0.0,13147,Asthma,PDI_14,0.0
4993,-187.09,2014,187.09,0.0,13859,Asthma,PDI_14,0.0
5007,4822.44,2014,177.56,5000.0,14708,Asthma,PDI_14,6276.23
5008,-174.98,2014,174.98,0.0,12750,Asthma,PDI_14,0.0
5010,-129.54,2014,184.58,55.04,13323,Asthma,PDI_14,66.46
5011,466.37,2014,232.04,698.41,10459,Asthma,PDI_14,670.83
5023,-197.45,2014,197.45,0.0,12961,Asthma,PDI_14,0.0
5031,-182.42,2014,182.42,0.0,13111,Asthma,PDI_14,0.0
5046,-111.12,2014,248.11,136.99,13211,Asthma,PDI_14,123.05
5052,86.62,2014,248.86,335.48,10303,Asthma,PDI_14,300.45
5054,-182.93,2014,182.93,0.0,12139,Asthma,PDI_14,0.0
5058,-144.17,2014,144.17,0.0,13806,Asthma,PDI_14,0.0
5059,434.61,2014,218.98,653.59,14555,Asthma,PDI_14,665.22
5063,-213.91,2014,213.91,0.0,13639,Asthma,PDI_14,0.0
5064,-202.2,2014,202.2,0.0,13135,Asthma,PDI_14,0.0
5089,-152.51,2014,152.51,0.0,12507,Asthma,PDI_14,0.0
5103,17.13,2014,169.99,187.12,11232,Asthma,PDI_14,245.33
5118,-151.18,2014,217.71,66.53,13214,Asthma,PDI_14,68.11
5123,-171.38,2014,171.38,0.0,14059,Asthma,PDI_14,0.0
5126,-168.3,2014,168.3,0.0,12855,Asthma,PDI_14,0.0
5136,-146.95,2014,174.88,27.93,11788,Asthma,PDI_14,35.6
5140,-203.56,2014,203.56,0.0,13782,Asthma,PDI_14,0.0
5151,-154.94,2014,189.76,34.82,10924,Asthma,PDI_14,40.9
5172,-26.16,2014,193.28,167.12,10591,Asthma,PDI_14,192.71
5187,-206.66,2014,206.66,0.0,14415,Asthma,PDI_14,0.0
5192,-84.82,2014,179.07,94.25,10560,Asthma,PDI_14,117.31
5195,-193.7,2014,193.7,0.0,14437,Asthma,PDI_14,0.0
5208,-188.77,2014,188.77,0.0,13424,Asthma,PDI_14,0.0
5211,40.58,2014,184.6,225.18,11776,Asthma,PDI_14,271.88
5219,-149.09,2014,231.87,82.78,10021,Asthma,PDI_14,79.57
5220,-133.67,2014,197.33,63.65,14589,Asthma,PDI_14,71.9
5221,-160.37,2014,160.37,0.0,10577,Asthma,PDI_14,0.0
5223,-204.55,2014,204.55,0.0,14101,Asthma,PDI_14,0.0
5228,115.98,2014,227.53,343.51,11101,Asthma,PDI_14,336.49
5236,-99.34,2014,169.99,70.65,11577,Asthma,PDI_14,92.62
5239,-201.77,2014,201.77,0.0,13144,Asthma,PDI_14,0.0
5243,-190.96,2014,190.96,0.0,14861,Asthma,PDI_14,0.0
5245,28.91,2014,377.21,406.12,11412,Asthma,PDI_14,239.96
5247,-211.64,2014,211.64,0.0,13057,Asthma,PDI_14,0.0
5252,-177.08,2014,177.08,0.0,11509,Asthma,PDI_14,0.0
5253,-174.37,2014,224.22,49.85,14467,Asthma,PDI_14,49.55
5264,-50.38,2014,183.55,133.16,11697,Asthma,PDI_14,161.69
5266,-225.67,2014,225.67,0.0,06390,Asthma,PDI_14,0.0
5281,-196.85,2014,196.85,0.0,13646,Asthma,PDI_14,0.0
5284,6.78,2014,291.24,298.02,14605,Asthma,PDI_14,228.07
5286,-186.98,2014,186.98,0.0,12042,Asthma,PDI_14,0.0
5302,-182.59,2014,182.59,0.0,12861,Asthma,PDI_14,0.0
5307,107.74,2014,236.69,344.43,14228,Asthma,PDI_14,324.33
5308,59.27,2014,192.62,251.89,13439,Asthma,PDI_14,291.46
5322,-85.82,2014,205.94,120.12,13029,Asthma,PDI_14,130.0
5336,-171.15,2014,171.15,0.0,11971,Asthma,PDI_14,0.0
5339,-105.95,2014,178.5,72.55,11731,Asthma,PDI_14,90.58
5345,-173.09,2014,173.09,0.0,12564,Asthma,PDI_14,0.0
5346,117.27,2014,192.05,309.32,11717,Asthma,PDI_14,358.97
5348,-171.2,2014,255.9,84.7,12534,Asthma,PDI_14,73.77
5355,-88.06,2014,192.39,104.33,12569,Asthma,PDI_14,120.86
5359,-196.51,2014,196.51,0.0,13077,Asthma,PDI_14,0.0
5365,-74.22,2014,186.8,112.58,11374,Asthma,PDI_14,134.32
5366,-146.2,2014,210.16,63.96,14048,Asthma,PDI_14,67.83
5371,-26.26,2014,192.46,166.2,13037,Asthma,PDI_14,192.48
5374,308.89,2014,295.99,604.88,10469,Asthma,PDI_14,455.47
5384,-249.14,2014,249.14,0.0,10975,Asthma,PDI_14,0.0
5389,-193.69,2014,193.69,0.0,12463,Asthma,PDI_14,0.0
5391,57.03,2014,192.97,250.0,13346,Asthma,PDI_14,288.75
5392,-69.39,2014,223.19,153.8,10941,Asthma,PDI_14,153.58
5407,-195.13,2014,195.13,0.0,14550,Asthma,PDI_14,0.0
5410,-210.49,2014,210.49,0.0,13328,Asthma,PDI_14,0.0
5416,-178.08,2014,178.08,0.0,14134,Asthma,PDI_14,0.0
5422,283.6,2014,361.51,645.1,11216,Asthma,PDI_14,397.72
5427,142.29,2014,282.41,424.7,10470,Asthma,PDI_14,335.17
5429,-191.4,2014,191.4,0.0,13648,Asthma,PDI_14,0.0
5443,-147.93,2014,249.26,101.33,14225,Asthma,PDI_14,90.61
5444,-193.12,2014,193.12,0.0,12028,Asthma,PDI_14,0.0
5459,-160.17,2014,203.87,43.7,10538,Asthma,PDI_14,47.77
5464,-276.8,2014,276.8,0.0,14091,Asthma,PDI_14,0.0
5471,-191.38,2014,191.38,0.0,12173,Asthma,PDI_14,0.0
5475,-103.55,2014,183.68,80.13,13108,Asthma,PDI_14,97.23
5480,-206.39,2014,206.39,0.0,13864,Asthma,PDI_14,0.0
5481,175.01,2014,179.66,354.67,11237,Asthma,PDI_14,439.99
5486,-230.87,2014,230.87,0.0,12759,Asthma,PDI_14,0.0
5489,-184.45,2014,184.45,0.0,14716,Asthma,PDI_14,0.0
5505,-32.2,2014,125.96,93.76,11355,Asthma,PDI_14,165.91
5506,-119.33,2014,233.0,113.67,11951,Asthma,PDI_14,108.73
5509,-199.2,2014,199.2,0.0,14871,Asthma,PDI_14,0.0
5513,-203.23,2014,203.23,0.0,13658,Asthma,PDI_14,0.0
5515,-48.33,2014,198.26,149.93,12196,Asthma,PDI_14,168.54
5517,-5.51,2014,187.66,182.15,11755,Asthma,PDI_14,216.33
5519,83.33,2014,211.78,295.11,11590,Asthma,PDI_14,310.57
5522,-195.77,2014,195.77,0.0,12932,Asthma,PDI_14,0.0
5523,-32.66,2014,205.0,172.34,13827,Asthma,PDI_14,187.37
5524,-193.91,2014,193.91,0.0,14743,Asthma,PDI_14,0.0
5525,-124.32,2014,190.81,66.49,10543,Asthma,PDI_14,77.66
5551,-179.92,2014,179.92,0.0,12187,Asthma,PDI_14,0.0
5554,-176.36,2014,176.36,0.0,12978,Asthma,PDI_14,0.0
5567,-146.32,2014,192.55,46.23,10709,Asthma,PDI_14,53.51
5569,-181.09,2014,181.09,0.0,13470,Asthma,PDI_14,0.0
5582,37.53,2014,200.85,238.38,11980,Asthma,PDI_14,264.52
5583,-159.69,2014,159.69,0.0,12422,Asthma,PDI_14,0.0
5584,-69.48,2014,182.16,112.68,12570,Asthma,PDI_14,137.86
5586,82.13,2014,231.74,313.87,10310,Asthma,PDI_14,301.87
5587,87.22,2014,208.18,295.4,10704,Asthma,PDI_14,316.25
5591,-185.25,2014,185.25,0.0,14840,Asthma,PDI_14,0.0
5596,-183.95,2014,183.95,0.0,14736,Asthma,PDI_14,0.0
5607,-150.74,2014,179.63,28.89,14534,Asthma,PDI_14,35.85
5608,-202.62,2014,202.62,0.0,13668,Asthma,PDI_14,0.0
5614,-185.67,2014,185.67,0.0,13802,Asthma,PDI_14,0.0
5615,-187.39,2014,187.39,0.0,12022,Asthma,PDI_14,0.0
5621,-169.37,2014,169.37,0.0,12444,Asthma,PDI_14,0.0
5632,-183.77,2014,183.77,0.0,11752,Asthma,PDI_14,0.0
5675,-70.47,2014,192.5,122.03,12563,Asthma,PDI_14,141.29
5676,-187.95,2014,187.95,0.0,10507,Asthma,PDI_14,0.0
5677,-51.44,2014,162.18,110.74,11576,Asthma,PDI_14,152.19
5680,-126.28,2014,195.58,69.3,13114,Asthma,PDI_14,78.97
5681,-140.83,2014,199.58,58.75,11105,Asthma,PDI_14,65.61
5688,-189.79,2014,189.79,0.0,14841,Asthma,PDI_14,0.0
5690,-36.91,2014,215.0,178.09,12790,Asthma,PDI_14,184.62
5698,-197.98,2014,197.98,0.0,13832,Asthma,PDI_14,0.0
5702,-192.76,2014,192.76,0.0,14469,Asthma,PDI_14,0.0
5710,-11.46,2014,201.33,189.87,10562,Asthma,PDI_14,210.19
5716,505.54,2014,184.12,689.66,13310,Asthma,PDI_14,834.82
5722,-195.94,2014,195.94,0.0,14731,Asthma,PDI_14,0.0
5723,-202.95,2014,202.95,0.0,13302,Asthma,PDI_14,0.0
5740,58.25,2014,191.68,249.93,11501,Asthma,PDI_14,290.61
5748,-171.82,2014,171.82,0.0,10976,Asthma,PDI_14,0.0
5754,243.5,2014,287.46,530.96,10027,Asthma,PDI_14,411.67
5755,-152.5,2014,259.11,106.61,11713,Asthma,PDI_14,91.7
5758,-8.67,2014,186.92,178.25,14435,Asthma,PDI_14,212.55
5766,-179.05,2014,250.38,71.33,10010,Asthma,PDI_14,63.49
5774,-67.37,2014,186.02,118.65,10990,Asthma,PDI_14,142.16
5778,-210.53,2014,239.35,28.82,13790,Asthma,PDI_14,26.83
5784,26.97,2014,214.03,241.0,11706,Asthma,PDI_14,250.96
5785,-199.37,2014,199.37,0.0,12910,Asthma,PDI_14,0.0
5788,-66.33,2014,181.67,115.34,11777,Asthma,PDI_14,141.5
5790,-109.1,2014,180.44,71.34,10541,Asthma,PDI_14,88.12
5792,-66.79,2014,184.31,117.52,11223,Asthma,PDI_14,142.11
5798,-194.12,2014,230.67,36.55,14850,Asthma,PDI_14,35.31
5800,-180.42,2014,180.42,0.0,12140,Asthma,PDI_14,0.0
5813,451.03,2014,181.88,632.91,13420,Asthma,PDI_14,775.56
5839,-193.21,2014,193.21,0.0,13694,Asthma,PDI_14,0.0
5852,-202.47,2014,202.47,0.0,14717,Asthma,PDI_14,0.0
5858,-152.71,2014,178.88,26.17,10509,Asthma,PDI_14,32.61
5873,-232.26,2014,232.26,0.0,13612,Asthma,PDI_14,0.0
5876,3627.25,2014,218.9,3846.15,14874,Asthma,PDI_14,3915.97
5882,-89.71,2014,358.96,269.25,12210,Asthma,PDI_14,167.18
5888,-116.21,2014,188.43,72.22,10956,Asthma,PDI_14,85.43
5889,-191.23,2014,191.23,0.0,14878,Asthma,PDI_14,0.0
5895,-116.6,2014,187.02,70.42,12832,Asthma,PDI_14,83.92
5912,-105.87,2014,238.41,132.54,10025,Asthma,PDI_14,123.9
5932,-82.27,2014,186.36,104.09,10306,Asthma,PDI_14,124.48
5933,-172.42,2014,172.42,0.0,13842,Asthma,PDI_14,0.0
5936,-198.33,2014,198.33,0.0,13863,Asthma,PDI_14,0.0
5959,-109.18,2014,178.94,69.76,11378,Asthma,PDI_14,86.9
5967,-38.12,2014,201.79,163.67,11789,Asthma,PDI_14,180.77
5970,-197.39,2014,197.39,0.0,13112,Asthma,PDI_14,0.0
5972,112.07,2014,238.81,350.88,14218,Asthma,PDI_14,327.46
5979,-174.13,2014,174.13,0.0,12545,Asthma,PDI_14,0.0
5984,-187.3,2014,187.3,0.0,12211,Asthma,PDI_14,0.0
5985,-201.53,2014,201.53,0.0,14143,Asthma,PDI_14,0.0
5987,-4.6,2014,268.76,264.16,14606,Asthma,PDI_14,219.06
5990,-216.07,2014,216.07,0.0,12412,Asthma,PDI_14,0.0
5992,-127.04,2014,225.76,98.72,10923,Asthma,PDI_14,97.46
5993,-107.62,2014,156.89,49.27,11228,Asthma,PDI_14,70.0
5997,-166.72,2014,250.75,84.03,13602,Asthma,PDI_14,74.69
5998,-202.14,2014,202.14,0.0,13797,Asthma,PDI_14,0.0
6004,254.02,2014,185.33,439.35,10032,Asthma,PDI_14,528.37
6006,-213.24,2014,213.24,0.0,13433,Asthma,PDI_14,0.0
6010,-180.03,2014,180.03,0.0,12418,Asthma,PDI_14,0.0
6013,-83.27,2014,185.28,102.01,10312,Asthma,PDI_14,122.71
6016,-186.27,2014,186.27,0.0,13786,Asthma,PDI_14,0.0
6021,-186.71,2014,186.71,0.0,12531,Asthma,PDI_14,0.0
6027,-184.92,2014,184.92,0.0,14055,Asthma,PDI_14,0.0
6030,-188.33,2014,188.33,0.0,12076,Asthma,PDI_14,0.0
6038,-201.21,2014,201.21,0.0,12776,Asthma,PDI_14,0.0
6042,-197.65,2014,197.65,0.0,13219,Asthma,PDI_14,0.0
6050,-186.18,2014,186.18,0.0,14167,Asthma,PDI_14,0.0
6064,-92.69,2014,92.69,0.0,12787,Asthma,PDI_14,0.0
6067,-190.66,2014,190.66,0.0,13464,Asthma,PDI_14,0.0
6068,-197.22,2014,197.22,0.0,12580,Asthma,PDI_14,0.0
6072,-22.72,2014,296.63,273.91,11691,Asthma,PDI_14,205.81
6085,-164.35,2014,164.35,0.0,12886,Asthma,PDI_14,0.0
6088,423.5,2014,221.52,645.02,10453,Asthma,PDI_14,648.97
6091,-61.73,2014,178.55,116.82,11769,Asthma,PDI_14,145.83
6094,-180.75,2014,180.75,0.0,12952,Asthma,PDI_14,0.0
6098,-48.85,2014,191.3,142.45,12525,Asthma,PDI_14,165.96
6113,-147.04,2014,206.78,59.74,14903,Asthma,PDI_14,64.39
6116,-195.79,2014,195.79,0.0,13661,Asthma,PDI_14,0.0
6120,-184.0,2014,184.0,0.0,12106,Asthma,PDI_14,0.0
6122,-2.75,2014,183.91,181.16,13332,Asthma,PDI_14,219.55
6126,-121.22,2014,209.36,88.14,11961,Asthma,PDI_14,93.84
6127,-118.34,2014,176.18,57.84,12540,Asthma,PDI_14,73.17
6131,-188.29,2014,188.29,0.0,14113,Asthma,PDI_14,0.0
6134,-198.56,2014,198.56,0.0,14058,Asthma,PDI_14,0.0
6136,-195.69,2014,195.69,0.0,12833,Asthma,PDI_14,0.0
6148,-146.28,2014,211.37,65.09,12205,Asthma,PDI_14,68.63
6151,-115.89,2014,195.38,79.49,13856,Asthma,PDI_14,90.68
6160,-191.83,2014,191.83,0.0,13843,Asthma,PDI_14,0.0
6168,-226.33,2014,226.33,0.0,12847,Asthma,PDI_14,0.0
6173,-187.93,2014,187.93,0.0,12958,Asthma,PDI_14,0.0
6174,-33.33,2014,203.88,170.55,11934,Asthma,PDI_14,186.44
6175,-224.34,2014,224.34,0.0,13301,Asthma,PDI_14,0.0
6177,-112.18,2014,195.79,83.61,14590,Asthma,PDI_14,95.18
6182,-179.42,2014,179.42,0.0,11768,Asthma,PDI_14,0.0
6185,-187.35,2014,187.35,0.0,12023,Asthma,PDI_14,0.0
6203,-205.98,2014,205.98,0.0,13417,Asthma,PDI_14,0.0
6212,-185.57,2014,185.57,0.0,14418,Asthma,PDI_14,0.0
6213,-59.58,2014,169.0,109.42,11365,Asthma,PDI_14,144.31
6215,146.25,2014,158.86,305.11,11363,Asthma,PDI_14,428.05
6218,-146.14,2014,217.65,71.51,14843,Asthma,PDI_14,73.22
6226,-191.16,2014,191.16,0.0,11954,Asthma,PDI_14,0.0
6261,-204.01,2014,204.01,0.0,10984,Asthma,PDI_14,0.0
6266,-186.07,2014,186.07,0.0,12764,Asthma,PDI_14,0.0
6274,-177.86,2014,177.86,0.0,14744,Asthma,PDI_14,0.0
6281,-204.27,2014,204.27,0.0,13783,Asthma,PDI_14,0.0
6282,-191.48,2014,191.48,0.0,14885,Asthma,PDI_14,0.0
6285,18.16,2014,195.86,214.02,13617,Asthma,PDI_14,243.54
6290,-203.4,2014,203.4,0.0,14737,Asthma,PDI_14,0.0
6291,-201.21,2014,201.21,0.0,13073,Asthma,PDI_14,0.0
6296,-200.27,2014,200.27,0.0,11957,Asthma,PDI_14,0.0
6313,-186.96,2014,186.96,0.0,14487,Asthma,PDI_14,0.0
6316,-146.87,2014,181.47,34.6,11946,Asthma,PDI_14,42.5
6317,-186.35,2014,186.35,0.0,14544,Asthma,PDI_14,0.0
6324,-198.01,2014,198.01,0.0,12155,Asthma,PDI_14,0.0
6325,-190.76,2014,190.76,0.0,14729,Asthma,PDI_14,0.0
6332,-196.3,2014,196.3,0.0,13684,Asthma,PDI_14,0.0
6335,-183.48,2014,183.48,0.0,13345,Asthma,PDI_14,0.0
6345,-158.06,2014,287.68,129.62,12204,Asthma,PDI_14,100.42
6346,-193.26,2014,193.26,0.0,12786,Asthma,PDI_14,0.0
6356,-189.31,2014,189.31,0.0,14138,Asthma,PDI_14,0.0
6357,-174.32,2014,174.32,0.0,14822,Asthma,PDI_14,0.0
6364,-206.12,2014,206.12,0.0,12521,Asthma,PDI_14,0.0
6389,-154.12,2014,154.12,0.0,11548,Asthma,PDI_14,0.0
6391,-296.0,2014,296.0,0.0,14748,Asthma,PDI_14,0.0
6401,-267.85,2014,267.85,0.0,10931,Asthma,PDI_14,0.0
6402,-186.58,2014,186.58,0.0,14812,Asthma,PDI_14,0.0
6410,-182.67,2014,182.67,0.0,12046,Asthma,PDI_14,0.0
6414,-40.99,2014,198.47,157.48,14739,Asthma,PDI_14,176.84
