,expected_rate_per_100_000_people,observed_rate_per_100_000_people,patient_zipcode,pqi_name,pqi_number,year
22366,44.55,33.0,11365,Asthma in Younger Adults,PQI_15,2013
22395,32.01,0.0,13654,Asthma in Younger Adults,PQI_15,2013
22417,28.82,0.0,12970,Asthma in Younger Adults,PQI_15,2013
22421,364.21,373.12,14477,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22432,409.64,0.0,12421,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22444,98.34,406.89,10454,Asthma in Younger Adults,PQI_15,2013
22451,372.57,478.5,12955,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22515,571.56,464.86,11234,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22517,43.67,0.0,12481,Asthma in Younger Adults,PQI_15,2013
22518,439.89,961.51,12416,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22520,368.5,0.0,14486,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22533,428.45,365.31,12491,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22540,83.71,86.13,11369,Asthma in Younger Adults,PQI_15,2013
22542,34.98,0.0,13141,Asthma in Younger Adults,PQI_15,2013
22545,738.1,435.49,11236,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22548,346.17,197.01,12154,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22562,49.28,15.84,13210,Asthma in Younger Adults,PQI_15,2013
22574,46.2,43.45,13669,Asthma in Younger Adults,PQI_15,2013
22575,28.38,0.0,13483,Asthma in Younger Adults,PQI_15,2013
22590,388.3,576.07,12058,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22605,370.48,572.88,13787,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22606,443.96,705.76,11231,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22607,143.66,91.19,11434,Asthma in Younger Adults,PQI_15,2013
22609,337.92,383.9,10963,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22628,35.53,196.13,14427,Asthma in Younger Adults,PQI_15,2013
22632,366.19,285.89,11219,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22633,348.15,245.08,14817,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22645,605.11,380.71,11003,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22651,43.12,0.0,13808,Asthma in Younger Adults,PQI_15,2013
22658,357.83,0.0,14885,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22659,525.03,831.38,10303,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22663,396.77,0.0,12494,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22664,421.52,0.0,12481,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22670,364.76,208.78,14767,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22676,305.8,376.2,13637,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22679,38.83,0.0,13417,Asthma in Younger Adults,PQI_15,2013
22695,403.59,324.17,12029,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22698,95.48,0.0,14748,Asthma in Younger Adults,PQI_15,2013
22700,370.04,168.85,14072,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22711,545.38,649.0,14305,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22716,392.7,0.0,12521,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22735,433.07,295.57,10901,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22768,36.63,0.0,14802,Asthma in Younger Adults,PQI_15,2013
22773,33.11,0.0,14879,Asthma in Younger Adults,PQI_15,2013
22778,31.57,0.0,12424,Asthma in Younger Adults,PQI_15,2013
22783,399.85,172.7,13744,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22785,56.65,103.51,14901,Asthma in Younger Adults,PQI_15,2013
22838,416.9,307.23,14873,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22839,35.31,26.18,13323,Asthma in Younger Adults,PQI_15,2013
22847,42.46,0.0,12077,Asthma in Younger Adults,PQI_15,2013
22861,341.55,0.0,14083,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22865,365.2,534.27,12193,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22877,35.53,67.98,14801,Asthma in Younger Adults,PQI_15,2013
22880,381.59,1702.14,13672,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22885,52.03,44.77,12887,Asthma in Younger Adults,PQI_15,2013
22897,35.31,0.0,12853,Asthma in Younger Adults,PQI_15,2013
22901,360.69,125.84,12935,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22912,38.39,27.28,10018,Asthma in Younger Adults,PQI_15,2013
22913,37.51,68.64,10017,Asthma in Younger Adults,PQI_15,2013
22916,457.05,0.0,14475,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22923,32.67,0.0,12965,Asthma in Younger Adults,PQI_15,2013
22927,76.23,33.33,14209,Asthma in Younger Adults,PQI_15,2013
22936,120.89,104.72,14611,Asthma in Younger Adults,PQI_15,2013
22941,342.43,480.26,12094,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22947,430.98,518.1,14905,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22954,62.04,193.05,11763,Asthma in Younger Adults,PQI_15,2013
22958,37.84,0.0,11715,Asthma in Younger Adults,PQI_15,2013
22987,433.84,641.08,13618,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22994,374.55,280.06,14825,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23000,116.38,175.56,11213,Asthma in Younger Adults,PQI_15,2013
23001,70.51,66.55,12508,Asthma in Younger Adults,PQI_15,2013
23012,434.28,189.75,13850,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23048,427.13,0.0,12760,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23052,33.33,0.0,12169,Asthma in Younger Adults,PQI_15,2013
23056,414.48,75.13,14775,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23057,36.08,0.0,14815,Asthma in Younger Adults,PQI_15,2013
23064,359.7,477.62,12196,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23065,83.49,23.98,10927,Asthma in Younger Adults,PQI_15,2013
23074,380.49,554.07,12470,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23086,41.47,0.0,12440,Asthma in Younger Adults,PQI_15,2013
23104,332.09,798.38,12958,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23109,418.66,182.05,13078,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23111,367.62,421.3,14903,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23117,46.09,139.48,12546,Asthma in Younger Adults,PQI_15,2013
23119,58.3,60.5,11231,Asthma in Younger Adults,PQI_15,2013
23126,272.91,186.89,10004,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23137,35.86,0.0,14009,Asthma in Younger Adults,PQI_15,2013
23154,734.25,914.54,11233,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23157,408.98,1072.83,13667,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23175,36.74,0.0,14530,Asthma in Younger Adults,PQI_15,2013
23207,398.75,892.87,12765,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23215,56.87,24.86,12182,Asthma in Younger Adults,PQI_15,2013
23219,37.73,0.0,13080,Asthma in Younger Adults,PQI_15,2013
23225,38.83,0.0,13634,Asthma in Younger Adults,PQI_15,2013
23233,318.89,0.0,12821,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23235,452.87,409.09,11360,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23237,394.68,0.0,14060,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23242,37.51,66.22,13856,Asthma in Younger Adults,PQI_15,2013
23245,35.2,0.0,12134,Asthma in Younger Adults,PQI_15,2013
23250,813.67,644.38,11433,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23253,443.74,402.38,14623,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23260,36.08,66.77,12972,Asthma in Younger Adults,PQI_15,2013
23263,64.13,0.0,12775,Asthma in Younger Adults,PQI_15,2013
23272,52.36,235.84,12783,Asthma in Younger Adults,PQI_15,2013
23275,49.28,0.0,12910,Asthma in Younger Adults,PQI_15,2013
23280,30.91,0.0,14102,Asthma in Younger Adults,PQI_15,2013
23297,36.3,0.0,14891,Asthma in Younger Adults,PQI_15,2013
23312,136.62,83.16,12307,Asthma in Younger Adults,PQI_15,2013
23317,32.89,0.0,14709,Asthma in Younger Adults,PQI_15,2013
23329,40.37,15.18,12901,Asthma in Younger Adults,PQI_15,2013
23332,31.13,0.0,14145,Asthma in Younger Adults,PQI_15,2013
23346,715.88,627.0,11226,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23349,387.42,250.58,12941,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23352,461.23,1175.79,14901,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23357,41.25,0.0,12419,Asthma in Younger Adults,PQI_15,2013
23366,44.66,0.0,14514,Asthma in Younger Adults,PQI_15,2013
23367,37.73,0.0,12521,Asthma in Younger Adults,PQI_15,2013
23391,33.33,0.0,14858,Asthma in Younger Adults,PQI_15,2013
23402,348.7,0.0,10578,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23405,139.37,221.65,11212,Asthma in Younger Adults,PQI_15,2013
23430,385.0,336.71,12060,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23434,34.76,83.05,12170,Asthma in Younger Adults,PQI_15,2013
23435,351.67,364.98,13103,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23438,668.91,649.55,11553,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23457,38.39,0.0,12791,Asthma in Younger Adults,PQI_15,2013
23473,66.44,94.38,11205,Asthma in Younger Adults,PQI_15,2013
23475,36.19,0.0,14141,Asthma in Younger Adults,PQI_15,2013
23483,52.91,0.0,12766,Asthma in Younger Adults,PQI_15,2013
23505,32.78,0.0,12846,Asthma in Younger Adults,PQI_15,2013
23512,373.12,414.59,14058,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23521,671.77,779.13,11221,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23525,414.04,339.13,13760,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23534,336.82,369.38,13033,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23545,393.8,247.5,12159,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23546,37.73,0.0,14845,Asthma in Younger Adults,PQI_15,2013
23547,370.37,192.5,13034,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23549,423.39,135.85,14787,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23580,47.08,0.0,11964,Asthma in Younger Adults,PQI_15,2013
23601,492.36,0.0,12973,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23622,621.61,1047.42,12202,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23623,368.61,948.53,13092,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23633,354.42,343.42,14525,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23644,344.63,31.02,14487,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23660,363.11,302.94,11755,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23688,472.34,0.0,14753,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23694,448.36,678.15,12305,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23701,47.3,71.28,13021,Asthma in Younger Adults,PQI_15,2013
23703,49.83,73.59,11563,Asthma in Younger Adults,PQI_15,2013
23714,383.9,293.04,11373,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23717,803.99,380.49,11413,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23721,38.72,0.0,13066,Asthma in Younger Adults,PQI_15,2013
23734,506.44,769.23,14545,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23741,396.88,344.74,11366,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23789,40.15,0.0,10590,Asthma in Younger Adults,PQI_15,2013
23794,388.74,326.15,10003,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23795,439.67,660.77,12783,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23802,381.92,441.98,13354,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23821,401.61,0.0,12412,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23825,419.32,1160.5,13334,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23850,29.48,0.0,12176,Asthma in Younger Adults,PQI_15,2013
23860,450.34,247.61,10530,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23865,38.61,0.0,12009,Asthma in Younger Adults,PQI_15,2013
23868,387.09,228.47,12015,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23870,407.0,128.92,14514,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23888,49.39,32.67,10538,Asthma in Younger Adults,PQI_15,2013
23898,36.52,0.0,14470,Asthma in Younger Adults,PQI_15,2013
23903,37.07,0.0,13155,Asthma in Younger Adults,PQI_15,2013
23905,427.57,257.29,14527,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23907,32.01,0.0,13842,Asthma in Younger Adults,PQI_15,2013
23911,37.29,0.0,14505,Asthma in Younger Adults,PQI_15,2013
23912,465.85,271.7,10548,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23921,388.3,252.67,14437,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23925,37.62,0.0,11957,Asthma in Younger Adults,PQI_15,2013
23936,328.57,6249.98,10985,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23938,47.96,0.0,10570,Asthma in Younger Adults,PQI_15,2013
23939,34.76,0.0,11509,Asthma in Younger Adults,PQI_15,2013
23952,214.83,0.0,10996,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23956,86.46,0.0,10993,Asthma in Younger Adults,PQI_15,2013
23966,405.35,316.47,11746,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23977,351.89,447.81,13322,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23988,438.02,0.0,12507,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
23990,35.64,0.0,14728,Asthma in Younger Adults,PQI_15,2013
23994,36.08,0.0,12997,Asthma in Younger Adults,PQI_15,2013
24006,358.71,386.76,11228,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24007,48.73,0.0,13613,Asthma in Younger Adults,PQI_15,2013
24010,37.84,0.0,13863,Asthma in Younger Adults,PQI_15,2013
24013,50.93,15.51,11414,Asthma in Younger Adults,PQI_15,2013
24026,40.48,0.0,12514,Asthma in Younger Adults,PQI_15,2013
24037,48.51,0.0,14486,Asthma in Younger Adults,PQI_15,2013
24051,44.44,37.73,12561,Asthma in Younger Adults,PQI_15,2013
24071,54.45,108.46,10464,Asthma in Younger Adults,PQI_15,2013
24072,680.46,547.25,14619,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24078,32.45,0.0,13363,Asthma in Younger Adults,PQI_15,2013
24085,406.89,433.62,10016,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24094,40.37,0.0,13672,Asthma in Younger Adults,PQI_15,2013
24106,379.83,563.75,13044,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24116,38.5,0.0,12060,Asthma in Younger Adults,PQI_15,2013
24117,354.64,370.59,12077,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24127,352.0,819.72,13318,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24147,378.95,275.22,11762,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24172,358.71,308.99,14469,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24173,440.22,273.46,11697,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24174,387.75,1018.93,13796,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24179,387.53,325.49,13648,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24182,60.83,0.0,12953,Asthma in Younger Adults,PQI_15,2013
24192,45.1,0.0,12572,Asthma in Younger Adults,PQI_15,2013
24203,32.56,101.53,13438,Asthma in Younger Adults,PQI_15,2013
24211,44.77,38.28,11374,Asthma in Younger Adults,PQI_15,2013
24216,400.51,172.04,12309,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24269,103.29,224.62,10460,Asthma in Younger Adults,PQI_15,2013
24270,607.75,297.88,10040,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24274,385.0,787.38,13409,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24275,368.17,579.04,13166,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24280,69.96,64.46,11901,Asthma in Younger Adults,PQI_15,2013
24283,588.83,790.57,11520,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24286,392.04,526.79,13329,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24291,414.48,229.35,12175,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24295,641.41,2702.7,13806,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24301,36.41,0.0,12066,Asthma in Younger Adults,PQI_15,2013
24312,28.16,0.0,12855,Asthma in Younger Adults,PQI_15,2013
24316,339.46,202.73,14051,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24336,32.01,0.0,14816,Asthma in Younger Adults,PQI_15,2013
24339,47.52,0.0,14610,Asthma in Younger Adults,PQI_15,2013
24348,40.81,18.59,10022,Asthma in Younger Adults,PQI_15,2013
24350,32.78,0.0,14715,Asthma in Younger Adults,PQI_15,2013
24351,40.59,180.51,14533,Asthma in Younger Adults,PQI_15,2013
24355,37.4,0.0,13367,Asthma in Younger Adults,PQI_15,2013
24360,42.68,0.0,10546,Asthma in Younger Adults,PQI_15,2013
24364,443.19,488.18,11235,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
24366,31.35,197.23,12928,Asthma in Younger Adults,PQI_15,2013
24375,71.17,18.15,10606,Asthma in Younger Adults,PQI_15,2013
24386,32.12,0.0,12473,Asthma in Younger Adults,PQI_15,2013
24394,47.63,40.37,14626,Asthma in Younger Adults,PQI_15,2013
24412,36.08,0.0,13492,Asthma in Younger Adults,PQI_15,2013
24430,54.01,0.0,10537,Asthma in Younger Adults,PQI_15,2013
